Nation of League,League,Date of Game,Date of Data Collection,Time of Scrape,Home Team,Away Team,Home Team Average Odds,Away Team Average Odds,Draw Odds
Portugal,Liga Portugal 2,2021-01-09,2021-01-04,13:18,Vilafranquense,Academico Viseu,2.10,3.23,3.36
Portugal,Liga Portugal 2,2021-01-10,2021-01-04,13:18,Penafiel,Varzim,1.77,4.52,3.33
Portugal,Liga Portugal 2,2021-01-10,2021-01-04,13:18,Covilha,Benfica B,2.22,3.23,3.10
Portugal,Liga Portugal 2,2021-01-10,2021-01-04,13:18,Oliveirense,Feirense,5.54,1.70,3.18
Portugal,Liga Portugal 2,2021-01-10,2021-01-04,13:18,Casa Pia,Arouca,3.66,1.96,3.30
Portugal,Liga Portugal 2,2021-01-10,2021-01-04,13:18,Vizela,CD Cova da Piedade,1.57,6.12,3.50
Portugal,Liga Portugal 2,2021-01-11,2021-01-04,13:18,FC Porto B,Leixoes,2.73,2.65,2.99
Portugal,Liga Portugal 2,2021-01-11,2021-01-04,13:18,Academica,Mafra,2.33,2.90,3.21
Portugal,Liga Portugal 2,2021-01-21,2021-01-04,13:18,Leixoes,Vilafranquense,2.07,3.39,3.30
Portugal,Liga Portugal 2,2021-01-27,2021-01-04,13:18,Covilha,Mafra,2.70,2.80,2.90
,,,,,,,,,
Portugal,Liga Revelacao U23,2021-01-05,2021-01-04,13:18,Vitoria Guimaraes U23,Benfica U23,3.83,1.68,4.03
Portugal,Liga Revelacao U23,2021-01-05,2021-01-04,13:18,Rio Ave U23,CD Cova da Piedade U23,1.43,5.42,4.54
Portugal,Liga Revelacao U23,2021-01-05,2021-01-04,13:18,Sporting U23,Portimonense U23,1.94,3.21,3.63
,,,,,,,,,
Portugal,Primeira Liga,2021-01-04,2021-01-04,13:18,Santa Clara,Benfica,7.86,1.40,4.72
Portugal,Primeira Liga,2021-01-04,2021-01-04,13:18,Gil Vicente,Belenenses,2.12,3.99,3.04
Portugal,Primeira Liga,2021-01-04,2021-01-04,13:18,Portimonense,SC Farense,2.34,3.19,3.21
Portugal,Primeira Liga,2021-01-07,2021-01-04,13:18,Nacional,Sporting,6.55,1.48,4.42
Portugal,Primeira Liga,2021-01-07,2021-01-04,13:18,Braga,Maritimo,1.35,8.28,5.12
Portugal,Primeira Liga,2021-01-08,2021-01-04,13:18,Benfica,Tondela,1.18,16.04,6.83
Portugal,Primeira Liga,2021-01-08,2021-01-04,13:18,Rio Ave,Portimonense,2.17,3.90,2.95
Portugal,Primeira Liga,2021-01-08,2021-01-04,13:18,Famalicao,FC Porto,7.26,1.39,4.94
Portugal,Primeira Liga,2021-01-09,2021-01-04,13:18,Moreirense,Vitoria Guimaraes,3.46,2.19,3.21
Portugal,Primeira Liga,2021-01-09,2021-01-04,13:18,Boavista,Santa Clara,2.52,3.16,2.93
Portugal,Primeira Liga,2021-01-10,2021-01-04,13:18,SC Farense,Gil Vicente,2.47,3.15,2.99
Portugal,Primeira Liga,2021-01-10,2021-01-04,13:18,Belenenses,Ferreira,2.96,2.53,3.07
Portugal,Primeira Liga,2021-01-21,2021-01-04,13:18,Vitoria Guimaraes,Nacional,1.75,4.89,3.52
,,,,,,,,,
Portugal,Campeonato de Portugal,2021-01-05,2021-01-04,13:18,Santarem,Sintrense,2.21,2.95,3.16
Portugal,Campeonato de Portugal,2021-02-03,2021-01-04,13:18,Beira Mar,Anadia,2.25,2.85,3.05
,,,,,,,,,
Qatar,Division 2,2021-01-05,2021-01-04,13:18,Al Bidda,Shamal,3.93,1.74,3.48
Qatar,Division 2,2021-01-05,2021-01-04,13:18,Lusail,Al-Waab,1.67,4.16,3.58
,,,,,,,,,
Romania,Liga 1,2021-01-10,2021-01-04,13:18,Viitorul Constanta,FC Hermannstadt,1.63,5.18,3.96
Romania,Liga 1,2021-01-12,2021-01-04,13:18,Gaz Metan Medias,FC Voluntari,2.31,3.11,3.13
Romania,Liga 1,2021-01-12,2021-01-04,13:18,U Craiova,Sepsi Sf. Gheorghe,1.93,3.93,3.30
Romania,Liga 1,2021-01-13,2021-01-04,13:18,Chindia Targoviste,Poli Iasi,2.34,3.12,3.06
Romania,Liga 1,2021-01-13,2021-01-04,13:18,FC Hermannstadt,Din. Bucuresti,2.97,2.38,3.09
Romania,Liga 1,2021-01-14,2021-01-04,13:18,FC Botosani,FC Arges,1.79,4.40,3.46
Romania,Liga 1,2021-01-14,2021-01-04,13:18,CFR Cluj,Academica Clinceni,1.54,6.26,3.71
Romania,Liga 1,2021-01-15,2021-01-04,13:18,UTA Arad,Viitorul Constanta,3.64,2.02,3.29
Romania,Liga 1,2021-01-15,2021-01-04,13:18,FCSB,Astra,1.67,5.00,3.62
Romania,Liga 1,2021-01-16,2021-01-04,13:18,Din. Bucuresti,Chindia Targoviste,1.99,3.75,3.31
Romania,Liga 1,2021-01-17,2021-01-04,13:18,Academica Clinceni,FC Hermannstadt,2.12,3.41,3.29
Romania,Liga 1,2021-01-17,2021-01-04,13:18,FC Arges,Gaz Metan Medias,2.70,2.58,3.18
Romania,Liga 1,2021-01-17,2021-01-04,13:18,Sepsi Sf. Gheorghe,CFR Cluj,3.38,2.22,3.06
Romania,Liga 1,2021-01-18,2021-01-04,13:18,Poli Iasi,FC Botosani,3.20,2.19,3.28
Romania,Liga 1,2021-01-18,2021-01-04,13:18,Astra,U Craiova,3.16,2.25,3.21
Romania,Liga 1,2021-01-19,2021-01-04,13:18,FC Voluntari,UTA Arad,2.18,3.46,3.20
Romania,Liga 1,2021-01-19,2021-01-04,13:18,Viitorul Constanta,FCSB,3.77,1.98,3.43
,,,,,,,,,
Romania,Liga 2,2021-02-20,2021-01-04,13:18,Aerostar,Unirea Slobozia,2.32,2.79,3.10
Romania,Liga 2,2021-02-20,2021-01-04,13:18,Calarasi,F. Constanta,2.22,2.90,3.26
Romania,Liga 2,2021-02-20,2021-01-04,13:18,Comuna Recea,Concordia,2.86,2.22,3.30
Romania,Liga 2,2021-02-20,2021-01-04,13:18,CSM Slatina,Mioveni,2.99,2.32,3.00
Romania,Liga 2,2021-02-20,2021-01-04,13:18,Csikszereda M. Ciuc,CSM Resita,2.02,3.38,3.20
Romania,Liga 2,2021-02-20,2021-01-04,13:18,Petrolul,Metaloglobus Bucharest,1.85,3.46,3.50
Romania,Liga 2,2021-02-20,2021-01-04,13:18,FC Rapid Bucuresti,Ripensia Timisoara,1.45,4.94,4.20
Romania,Liga 2,2021-02-20,2021-01-04,13:18,Viitorul Tg. Jiu,U. Cluj,2.60,2.40,3.20
,,,,,,,,,
Russia,Premier League,2021-02-26,2021-01-04,13:19,Tambov,R. Volgograd,2.77,2.75,3.16
Russia,Premier League,2021-02-27,2021-01-04,13:19,Khimki,Ufa,2.12,3.75,3.31
Russia,Premier League,2021-02-27,2021-01-04,13:19,Zenit,FK Rostov,1.36,9.38,4.96
Russia,Premier League,2021-02-27,2021-01-04,13:19,Lokomotiv Moscow,CSKA Moscow,3.10,2.34,3.41
Russia,Premier League,2021-02-27,2021-01-04,13:19,Sochi,Arsenal Tula,1.77,5.04,3.59
Russia,Premier League,2021-02-28,2021-01-04,13:19,Spartak Moscow,Rubin Kazan,1.72,5.21,3.75
Russia,Premier League,2021-02-28,2021-01-04,13:19,Akhmat Grozny,Dynamo Moscow,2.86,2.63,3.22
Russia,Premier League,2021-02-28,2021-01-04,13:19,Krasnodar,Ural,1.42,7.84,4.71
Russia,Premier League,2021-03-06,2021-01-04,13:19,R. Volgograd,Khimki,3.62,2.28,3.30
Russia,Premier League,2021-03-06,2021-01-04,13:19,FK Rostov,Sochi,2.28,3.62,3.30
Russia,Premier League,2021-03-07,2021-01-04,13:19,Ural,Ufa,2.54,3.20,3.20
Russia,Premier League,2021-03-07,2021-01-04,13:19,Dynamo Moscow,Tambov,1.25,14.50,6.90
Russia,Premier League,2021-03-07,2021-01-04,13:19,Spartak Moscow,Krasnodar,2.76,2.70,3.52
Russia,Premier League,2021-03-08,2021-01-04,13:19,Arsenal Tula,Lokomotiv Moscow,4.14,2.08,3.42
Russia,Premier League,2021-03-08,2021-01-04,13:19,Rubin Kazan,Zenit,4.96,1.86,3.62
Russia,Premier League,2021-03-08,2021-01-04,13:19,CSKA Moscow,Akhmat Grozny,1.76,5.35,3.82
,,,,,,,,,
Russia,Russian Cup,2021-02-20,2021-01-04,13:19,CSKA Moscow,SKA Khabarovsk,1.29,11.00,4.80
Russia,Russian Cup,2021-02-20,2021-01-04,13:19,Dynamo Moscow,Spartak Moscow,2.45,2.73,3.30
Russia,Russian Cup,2021-02-20,2021-01-04,13:19,FK Rostov,Akhmat Grozny,2.17,3.28,3.30
Russia,Russian Cup,2021-02-20,2021-01-04,13:19,Khimki,FK Krylya Sovetov Samara,2.14,3.18,3.40
Russia,Russian Cup,2021-02-20,2021-01-04,13:19,Krasnodar,Sochi,1.82,4.24,3.50
Russia,Russian Cup,2021-02-20,2021-01-04,13:19,Lokomotiv Moscow,Tambov,1.23,13.00,5.30
Russia,Russian Cup,2021-02-20,2021-01-04,13:19,Ufa,Ural,2.40,2.99,3.10
Russia,Russian Cup,2021-02-20,2021-01-04,13:19,Zenit,Arsenal Tula,1.23,10.50,5.60
,,,,,,,,,
Saudi Arabia,Saudi Professional League,2021-01-07,2021-01-04,13:19,Abha,Al-Faisaly,2.33,2.78,3.29
Saudi Arabia,Saudi Professional League,2021-01-07,2021-01-04,13:19,Al Wehda,Al-Fateh,2.04,3.16,3.51
Saudi Arabia,Saudi Professional League,2021-01-08,2021-01-04,13:19,Al Batin,Al-Hilal,10.31,1.25,5.09
Saudi Arabia,Saudi Professional League,2021-01-08,2021-01-04,13:19,Al Qadisiya,Al Ahli SC,4.79,1.59,3.86
Saudi Arabia,Saudi Professional League,2021-01-08,2021-01-04,13:19,Al-Nassr,Al Ain,1.30,9.25,4.85
Saudi Arabia,Saudi Professional League,2021-01-09,2021-01-04,13:19,Al-Taawon,Al-Raed,2.03,3.33,3.36
Saudi Arabia,Saudi Professional League,2021-01-09,2021-01-04,13:19,Al-Shabab,Al-Ettifaq,1.86,3.56,3.63
Saudi Arabia,Saudi Professional League,2021-01-09,2021-01-04,13:19,Al-Ittihad FC,Damac,1.60,4.88,3.85
,,,,,,,,,
Saudi Arabia,Division 1,2021-01-05,2021-01-04,13:19,Al-Sahel,Ohod,2.32,3.03,2.81
,,,,,,,,,
Scotland,Premiership,2021-01-09,2021-01-04,13:19,Dundee Utd,St Johnstone,2.96,2.37,3.33
Scotland,Premiership,2021-01-09,2021-01-04,13:19,Kilmarnock,Hamilton,1.58,5.38,4.12
Scotland,Premiership,2021-01-09,2021-01-04,13:19,Livingston,Ross County,1.55,5.84,4.07
Scotland,Premiership,2021-01-09,2021-01-04,13:19,St. Mirren,Motherwell,2.34,3.03,3.28
Scotland,Premiership,2021-01-10,2021-01-04,13:19,Aberdeen,Rangers,8.66,1.37,4.63
Scotland,Premiership,2021-01-11,2021-01-04,13:19,Celtic,Hibernian,1.39,7.44,4.84
,,,,,,,,,
Scotland,Lowland League,2021-01-04,2021-01-04,13:19,Vale Of Leithen,Gala Fairydean,16.50,1.02,14.00
Scotland,Lowland League,2021-01-05,2021-01-04,13:19,Bo'ness United,Bonnyrigg Rose,3.50,1.73,3.95
Scotland,Lowland League,2021-01-05,2021-01-04,13:19,Kelty Hearts,East Stirlingshire,1.40,5.87,4.31
,,,,,,,,,
Slovakia,Fortuna liga,2021-02-06,2021-01-04,13:19,Pohronie,Nitra,1.55,4.80,4.20
,,,,,,,,,
South Africa,Premier League,2021-01-05,2021-01-04,13:19,Golden Arrows,Black Leopards,1.78,4.98,3.05
South Africa,Premier League,2021-01-05,2021-01-04,13:19,Stellenbosch,Tshakhuma,2.49,2.95,2.83
South Africa,Premier League,2021-01-05,2021-01-04,13:19,Swallows,Cape Town City,2.50,3.01,2.72
South Africa,Premier League,2021-01-05,2021-01-04,13:19,TS Galaxy,Baroka,2.45,2.94,2.88
South Africa,Premier League,2021-01-06,2021-01-04,13:19,Supersport Utd,Chippa Utd.,1.50,5.47,3.75
,,,,,,,,,
South America,Copa AmÃ©rica,2021-06-11,2021-01-04,13:19,Argentina,Chile,1.59,5.35,3.74
South America,Copa AmÃ©rica,2021-06-11,2021-01-04,13:19,Australia,Uruguay,7.40,1.34,5.00
South America,Copa AmÃ©rica,2021-06-14,2021-01-04,13:19,Peru,Qatar,1.82,4.42,3.40
,,,,,,,,,
South America,Copa Libertadores,2021-01-06,2021-01-04,13:19,River Plate (Arg) ,Palmeiras (Bra) ,1.88,4.41,3.32
South America,Copa Libertadores,2021-01-06,2021-01-04,13:19,Boca Juniors (Arg) ,Santos (Bra) ,1.65,5.52,3.72
,,,,,,,,,
South America,Copa Sudamericana,2021-01-07,2021-01-04,13:19,Velez Sarsfield (Arg) ,Lanus (Arg) ,2.01,3.70,3.22
South America,Copa Sudamericana,2021-01-08,2021-01-04,13:19,Coquimbo (Chi) ,Defensa y Justicia (Arg) ,3.52,2.04,3.27
,,,,,,,,,
Spain,LaLiga2,2021-01-04,2021-01-04,13:19,Girona,Sabadell,1.98,4.32,3.08
Spain,LaLiga2,2021-01-04,2021-01-04,13:19,Lugo,Gijon,2.63,3.27,2.69
Spain,LaLiga2,2021-01-08,2021-01-04,13:19,Zaragoza,Logrones,2.02,4.15,3.05
Spain,LaLiga2,2021-01-09,2021-01-04,13:19,Mirandes,Rayo Vallecano,3.00,2.50,3.00
Spain,LaLiga2,2021-01-09,2021-01-04,13:19,Malaga,R. Oviedo,2.69,2.89,2.88
Spain,LaLiga2,2021-01-09,2021-01-04,13:19,Alcorcon,Albacete,2.05,4.23,2.93
Spain,LaLiga2,2021-01-10,2021-01-04,13:19,Leganes,Almeria,2.20,3.53,2.98
Spain,LaLiga2,2021-01-10,2021-01-04,13:19,Mallorca,Las Palmas,1.61,6.09,3.50
Spain,LaLiga2,2021-01-10,2021-01-04,13:19,Tenerife,Cartagena,2.18,3.76,2.90
Spain,LaLiga2,2021-01-10,2021-01-04,13:19,Gijon,Fuenlabrada,2.27,3.52,2.88
Spain,LaLiga2,2021-01-10,2021-01-04,13:19,Espanyol,Castellon,1.45,7.59,4.02
Spain,LaLiga2,2021-01-11,2021-01-04,13:19,Ponferradina,Girona,2.74,2.85,2.80
,,,,,,,,,
Spain,Tercera Division - Group 4,2021-01-05,2021-01-04,13:19,Gernika,SD Deusto,1.90,3.39,3.35
,,,,,,,,,
Spain,Tercera Division - Group 6,2021-01-05,2021-01-04,13:19,Novelda CF,Beniganim,2.35,2.65,3.11
,,,,,,,,,
Spain,Copa del Rey 2020/2021,2021-01-05,2021-01-04,13:19,Cordoba,Getafe,7.47,1.36,4.42
Spain,Copa del Rey 2020/2021,2021-01-05,2021-01-04,13:19,Ibiza,Celta Vigo,8.76,1.29,5.03
Spain,Copa del Rey 2020/2021,2021-01-05,2021-01-04,13:19,Linares,Sevilla,11.44,1.19,6.09
Spain,Copa del Rey 2020/2021,2021-01-05,2021-01-04,13:19,Zamora,Villarreal,9.37,1.26,5.21
Spain,Copa del Rey 2020/2021,2021-01-05,2021-01-04,13:19,Alcorcon,Zaragoza,2.56,2.65,3.04
Spain,Copa del Rey 2020/2021,2021-01-05,2021-01-04,13:19,Marbella,Valladolid,7.63,1.36,4.44
Spain,Copa del Rey 2020/2021,2021-01-06,2021-01-04,13:19,La Nucia,Elche,9.38,1.26,4.86
Spain,Copa del Rey 2020/2021,2021-01-06,2021-01-04,13:19,Numancia,Almeria,3.13,2.10,3.22
Spain,Copa del Rey 2020/2021,2021-01-06,2021-01-04,13:19,Portugalete,Levante,7.11,1.33,4.62
Spain,Copa del Rey 2020/2021,2021-01-06,2021-01-04,13:19,Socuellamos,Leganes,6.57,1.40,4.13
Spain,Copa del Rey 2020/2021,2021-01-06,2021-01-04,13:19,Leonesa,Granada CF,6.59,1.44,3.76
Spain,Copa del Rey 2020/2021,2021-01-06,2021-01-04,13:19,Dep. La Coruna,Alaves,5.56,1.51,3.78
Spain,Copa del Rey 2020/2021,2021-01-06,2021-01-04,13:19,Olot,Osasuna,6.56,1.45,3.77
Spain,Copa del Rey 2020/2021,2021-01-06,2021-01-04,13:19,Fuenlabrada,Mallorca,3.92,1.91,3.02
Spain,Copa del Rey 2020/2021,2021-01-06,2021-01-04,13:19,Malaga,R. Oviedo,2.21,3.10,3.01
Spain,Copa del Rey 2020/2021,2021-01-07,2021-01-04,13:19,Castellon,Tenerife,2.76,2.50,2.90
Spain,Copa del Rey 2020/2021,2021-01-07,2021-01-04,13:19,Pena Deportiva,Sabadell,3.98,1.80,3.27
Spain,Copa del Rey 2020/2021,2021-01-07,2021-01-04,13:19,Pontevedra,Cadiz CF,7.51,1.36,4.09
Spain,Copa del Rey 2020/2021,2021-01-07,2021-01-04,13:19,Yeclano,Valencia,6.84,1.34,4.61
Spain,Copa del Rey 2020/2021,2021-01-07,2021-01-04,13:19,Alcoyano,Huesca,6.04,1.44,4.10
Spain,Copa del Rey 2020/2021,2021-01-07,2021-01-04,13:19,Las Rozas,Eibar,7.41,1.28,5.29
Spain,Copa del Rey 2020/2021,2021-01-07,2021-01-04,13:19,Girona,Lugo,2.00,3.59,3.04
,,,,,,,,,
Spain,Super Cup,2021-01-13,2021-01-04,13:19,Real Sociedad,Barcelona,4.08,1.81,4.06
Spain,Super Cup,2021-01-14,2021-01-04,13:19,Real Madrid,Ath Bilbao,1.86,4.22,3.76
,,,,,,,,,
Spain,Primera Division Women,2021-01-05,2021-01-04,13:20,Granadilla Tenerife W,Dep. La Coruna W,1.29,7.76,5.01
,,,,,,,,,
Switzerland,Super League,2021-01-17,2021-01-04,13:20,Sion,Lugano,2.70,2.48,3.39
,,,,,,,,,
Thailand,Thai League 1,2021-01-05,2021-01-04,13:20,Chiangrai Utd,Port MTI FC,2.56,2.41,3.34
,,,,,,,,,
Turkey,1. Lig,2021-01-04,2021-01-04,13:20,Eskisehirspor,Boluspor,3.48,1.99,3.41
Turkey,1. Lig,2021-01-04,2021-01-04,13:20,Adana Demirspor,Menemenspor,1.46,5.97,4.32
,,,,,,,,,
Turkey,2. Lig White Group,2021-01-06,2021-01-04,13:20,Gumushanespor,Kocaelispor,1.80,4.00,3.30
,,,,,,,,,
Turkey,3. Lig Group 4,2021-01-04,2021-01-04,13:20,Siirt Ozel,Turk Metal,2.26,2.90,3.16
,,,,,,,,,
Turkey,Super Lig,2021-01-04,2021-01-04,13:20,Kasimpasa,Fenerbahce,4.04,1.76,4.12
Turkey,Super Lig,2021-01-05,2021-01-04,13:20,Gaziantep,Ankaragucu,1.94,3.98,3.50
Turkey,Super Lig,2021-01-05,2021-01-04,13:20,Yeni Malatyaspor,Sivasspor,2.59,2.82,3.20
Turkey,Super Lig,2021-01-05,2021-01-04,13:20,Konyaspor,Galatasaray,3.59,2.06,3.43
Turkey,Super Lig,2021-01-06,2021-01-04,13:20,Denizlispor,Kayserispor,2.08,3.45,3.51
Turkey,Super Lig,2021-01-06,2021-01-04,13:20,Basaksehir,Erzurum BB,1.43,6.72,4.72
Turkey,Super Lig,2021-01-06,2021-01-04,13:20,Genclerbirligi,Hatayspor,3.12,2.21,3.51
Turkey,Super Lig,2021-01-06,2021-01-04,13:20,Trabzonspor,Goztepe,1.90,4.00,3.56
Turkey,Super Lig,2021-01-06,2021-01-04,13:20,Antalyaspor,Karagumruk,2.49,2.94,3.14
Turkey,Super Lig,2021-01-06,2021-01-04,13:20,Besiktas,Rizespor,1.47,6.00,4.65
Turkey,Super Lig,2021-01-07,2021-01-04,13:20,Fenerbahce,Alanyaspor,2.15,3.42,3.33
,,,,,,,,,
Ukraine,Ukrainian Cup,2021-03-03,2021-01-04,13:20,Ahrobiznes Volochysk,Shakhtar Donetsk,12.00,1.21,6.40
Ukraine,Ukrainian Cup,2021-03-03,2021-01-04,13:20,Dyn. Kyiv,Kolos Kovalivka,1.31,9.00,5.20
Ukraine,Ukrainian Cup,2021-03-03,2021-01-04,13:20,Dnipro-1,Oleksandriya,2.90,2.37,3.34
Ukraine,Ukrainian Cup,2021-03-03,2021-01-04,13:20,Veres-Rivne,FK Zorya Luhansk,4.44,1.77,3.64
,,,,,,,,,
World,Arab Club Champions Cup,2021-01-04,2021-01-04,13:20,Al-Ittihad FC,Al-Shabab,2.23,3.04,3.20
,,,,,,,,,
World,Club Friendly,2021-01-05,2021-01-04,13:20,Mlada Boleslav (Cze) ,FK Pardubice (Cze) ,1.78,4.00,3.75
,,,,,,,,,
World,Friendly International,2021-01-04,2021-01-04,13:20,Zambia,Uganda,2.77,2.53,3.13
World,Friendly International,2021-01-04,2021-01-04,13:20,Cameroon,Niger,1.58,6.00,3.56
,,,,,,,,,
